feature_name,page_rank,Probe,Gene_x,QTL reference,"SMR, P",gene_symbol,BETA_diff_exp,SE_diff_exp,P_diff_exp,Gene_y,"N variants, MAF < 5%","Q, MAF < 5%","Rho, MAF < 5%","P, MAF < 5%","N variants, MAF < 1%","Q, MAF < 1%","Rho, MAF < 1%","P, MAF < 1%","Bonferroni corrected P, MAF < 5%","Bonferroni corrected P, MAF < 1%",Passing Bonferroni correction
ENSG00000138018,0.0027830587128562173,,,,,SELENOI,-1.6036516002438714,0.5672582905715626,0.004698311726237533,,,,,,,,,,,,
ENSG00000136213,0.002780980093455179,,,,,CHST12,1.2072317069849523,0.29106827715911643,3.359942552115376e-05,,,,,,,,,,,,
ENSG00000101940,0.00277290192692607,,,,,WDR13,-1.4944265714713747,0.3997802494254541,0.0001854014080611911,,,,,,,,,,,,
ENSG00000116691,0.0027729019269260697,,,,,MIIP,-0.7363261494272708,0.2776484450393148,0.008001443095278903,,,,,,,,,,,,
ENSG00000174937,0.002761038186002379,,,,,OR5M3,-3.3760745257473546,0.8678911210163055,0.00010025466294582468,,,,,,,,,,,,
ENSG00000110066,0.002742888867653047,,,,,KMT5B,1.5068597876034528,0.5512301128750359,0.0062640178392529755,,,,,,,,,,,,
ENSG00000164985,0.002729523057168123,,,,,PSIP1,1.2816529724129162,0.4610111585124488,0.005434366764338908,,,,,,,,,,,,
ENSG00000186468,0.00270624933697856,,,,,RPS23,0.5728654636274705,0.1894633230835312,0.0024976833518604753,,,,,,,,,,,,
ENSG00000185966,0.002676173739036095,,,,,LCE3E,2.2207507249635947,0.7761217116902649,0.0042184987226851775,,,,,,,,,,,,
ENSG00000185666,0.0026365472672831964,,,,,SYN3,-0.7090188135043649,0.27147565480163377,0.009008759974744993,,,,,,,,,,,,
ENSG00000065978,0.0025609419551327296,,,,,YBX1,0.6689562395366893,0.2016736544999936,0.0009098198253010091,,,,,,,,,,,,
ENSG00000133065,0.002560693009374064,,,,,SLC41A1,1.5780084684053717,0.4636466938384867,0.0006653527024395228,,,,,,,,,,,,
ENSG00000197816,0.002560693009374064,,,,,CCDC180,1.2225785531936784,0.4016745956716224,0.0023368498242601677,,,,,,,,,,,,
ENSG00000177084,0.0025481117696585873,,,,,POLE,-1.5933740809488588,0.43988180485628,0.0002920203094427679,,,,,,,,,,,,
ENSG00000115944,0.002487933987944324,,,,,COX7A2L,-1.4249469042224,0.4698773402479169,0.0024246207987794997,,,,,,,,,,,,
ENSG00000204681,0.002479627854131953,,,,,GABBR1,-0.7522851519316898,0.259421298603676,0.00373330719325566,,,,,,,,,,,,
ENSG00000185728,0.002415271457612866,,,,,YTHDF3,-1.7899858680409595,0.5511249223554019,0.001162695884335448,,,,,,,,,,,,
ENSG00000073150,0.002389490229639795,,,,,PANX2,0.959528493747848,0.30439989033531323,0.0016204677270583688,,,,,,,,,,,,
ENSG00000174227,0.002380274103508954,,,,,PIGG,-1.9432487814341763,0.6197885338158218,0.0017165409305052366,,,,,,,,,,,,
ENSG00000136783,0.0023766770105011236,,,,,NIPSNAP3A,-0.9896733557609496,0.3598683137013475,0.005957732954078376,,,,,,,,,,,,
ENSG00000155313,0.002360086138949464,,,,,USP25,-1.3170417285668201,0.4471376476338606,0.003224383051586884,,,,,,,,,,,,
ENSG00000125637,0.0023569647959106304,,,,,PSD4,0.7849673295870909,0.3043373448075774,0.009901017064559776,,,,,,,,,,,,
ENSG00000184575,0.0023469132623014644,,,,,XPOT,1.4324306760591414,0.5329208156737789,0.007190582908022053,,,,,,,,,,,,
ENSG00000145491,0.002251868649878156,,,,,ROPN1L,1.2759437574342432,0.30360510863059903,2.6381697090930922e-05,,,,,,,,,,,,
ENSG00000135899,0.0022518098234031486,,,,,SP110,1.2741783244588456,0.4603634403996529,0.0056441947289800854,,,,,,,,,,,,
ENSG00000185800,0.0022224530743716704,,,,,DMWD,0.9803816251408428,0.3659639725249485,0.0073864004175737095,,,,,,,,,,,,
ENSG00000021488,0.0022048875365293357,,,,,SLC7A9,1.129373133960424,0.42455065457230107,0.007810328513203231,,,,,,,,,,,,
ENSG00000110871,0.0021633151832474128,,,,,COQ5,1.0945077174031712,0.4116793958635541,0.007845651550325818,,,,,,,,,,,,
ENSG00000180776,0.002158404628995708,,,,,ZDHHC20,-0.8733012631750547,0.3273403185310746,0.007633389338062991,,,,,,,,,,,,
ENSG00000174282,0.002136814470055832,ENSG00000174282,ZBTB4,Võsa et al. 2018 - blood expression,0.01145614,ZBTB4,1.4693855005107754,0.43398865488539545,0.0007097900579296808,ZBTB4,4.0,74125.0,0.0,0.414,2.0,50440.6,0.1,0.00576,1.0,0.55277184,fail
ENSG00000100453,0.0021300604409961147,,,,,GZMB,0.4394710904918192,0.11831524182980972,0.00020367988540525827,,,,,,,,,,,,
ENSG00000163564,0.0020993483120549665,,,,,PYHIN1,0.7574848553471025,0.21812078669804374,0.000515103120520629,,,,,,,,,,,,
ENSG00000153976,0.0020836809148135817,,,,,HS3ST3A1,1.3149970525270973,0.34500873128448223,0.00013813209289780694,,,,,,,,,,,,
ENSG00000147224,0.0020786732346334148,,,,,PRPS1,1.6589991374980793,0.3807816466230989,1.3196247061367059e-05,,,,,,,,,,,,
ENSG00000172262,0.002073333568756463,,,,,ZNF131,1.7686433736769889,0.6197212056340683,0.0043181511315997356,,,,,,,,,,,,
ENSG00000204463,0.002065942459203372,,,,,BAG6,0.7416553720151688,0.2821406794348683,0.008571893398461837,,,,,,,,,,,,
ENSG00000063046,0.0020601715640779237,,,,,EIF4B,0.980631223084372,0.3099801900968114,0.0015586899075679284,,,,,,,,,,,,
ENSG00000129219,0.002051305920988806,,,,,PLD2,-0.9846112782938888,0.3380975495668393,0.003588805454137736,,,,,,,,,,,,
ENSG00000144589,0.002051305920988805,,,,,STK11IP,-1.36940645754974,0.4705561049623474,0.0036121207787119672,,,,,,,,,,,,
ENSG00000112282,0.0020352761109729816,,,,,MED23,-2.399784001370247,0.5521469854180758,1.3846739249856726e-05,,,,,,,,,,,,
ENSG00000107372,0.0020121062565403363,,,,,ZFAND5,-1.2435781571575295,0.4240812276979259,0.0033634718318468265,,,,,,,,,,,,
ENSG00000196968,0.0019658254546834264,,,,,FUT11,1.4250761749636205,0.34255414043892896,3.1804040682484185e-05,,,,,,,,,,,,
ENSG00000156475,0.0019658254546834264,,,,,PPP2R2B,0.6255025338710911,0.20352060059611216,0.0021162651902726,,,,,,,,,,,,
ENSG00000134539,0.0019658254546834264,,,,,KLRD1,0.4444070631088693,0.13639375206203747,0.001120954594486305,,,,,,,,,,,,
ENSG00000169855,0.001931334062219,,,,,ROBO1,-0.7500871933676,0.2704681832414716,0.005549233761815479,,,,,,,,,,,,
ENSG00000188811,0.0019065414891068192,,,,,NHLRC3,-1.4701896830257302,0.4720791915985124,0.0018439057426621309,,,,,,,,,,,,
ENSG00000123091,0.0018593697156959802,,,,,RNF11,-0.4545771373825905,0.1625378789832921,0.005162012226254068,,,,,,,,,,,,
ENSG00000184924,0.001788627015041603,,,,,PTRHD1,-1.2689601749775037,0.3368935334709713,0.00016545240427242564,,,,,,,,,,,,
ENSG00000167680,0.0017741332160482112,,,,,SEMA6B,-1.2559997062779853,0.31600229927816503,7.048173547732503e-05,,,,,,,,,,,,
ENSG00000092871,0.00176586619468161,,,,,RFFL,1.0690031766610255,0.3703367967527426,0.003894658028149119,,,,,,,,,,,,
ENSG00000088205,0.0017586926879175114,,,,,DDX18,1.1851414055655023,0.4324958561765741,0.006139478419582535,,,,,,,,,,,,
ENSG00000168016,0.0017522222125680544,,,,,TRANK1,1.047458883545239,0.281429930123477,0.00019771590076752264,,,,,,,,,,,,
ENSG00000116171,0.0017451326782091936,,,,,SCP2,1.0406636218434866,0.3995562169354102,0.009199534838059098,,,,,,,,,,,,
ENSG00000196104,0.0017339750721848078,,,,,SPOCK3,-0.9651327350482424,0.35950641737122996,0.007261556432538298,,,,,,,,,,,,
ENSG00000121644,0.0017295103898514914,,,,,DESI2,-1.4451355921098032,0.556437977332245,0.00940093738225589,,,,,,,,,,,,
ENSG00000189067,0.0017259788784237731,,,,,LITAF,0.8953463414548551,0.2523332348098293,0.0003877711150734707,,,,,,,,,,,,
ENSG00000105983,0.0016910755279281762,,,,,LMBR1,-1.3361389696615191,0.47675111618752,0.005069372073070522,,,,,,,,,,,,
ENSG00000129055,0.001673788121782704,,,,,ANAPC13,1.0893774305627508,0.3851769414871295,0.004680295778918562,,,,,,,,,,,,
ENSG00000117222,0.0016656852403717812,,,,,RBBP5,2.4575937911964854,0.5293452011337659,3.438766035338572e-06,,,,,,,,,,,,
ENSG00000174151,0.0016628236565409936,,,,,CYB561D1,1.3808406987646862,0.43193557228751456,0.0013892883276709744,,,,,,,,,,,,
ENSG00000085721,0.0016389012515948336,,,,,RRN3,1.7611146480167126,0.4218693594085247,2.9857590978467127e-05,,,,,,,,,,,,
ENSG00000278259,0.0015829153277040155,,,,,MYO19,-1.4059016502159536,0.5139148391009793,0.006225333210499876,,,,,,,,,,,,
ENSG00000144381,0.0014985650176035075,,,,,HSPD1,1.4264049757729829,0.3381763718743308,2.465530299428299e-05,,,,,,,,,,,,
ENSG00000152601,0.0014639791783715218,,,,,MBNL1,-2.2917487799527567,0.5155320006811579,8.77262463124776e-06,,,,,,,,,,,,
ENSG00000185883,0.0014156465455917092,,,,,ATP6V0C,0.967959624037768,0.31573554732752196,0.0021714002514763805,,,,,,,,,,,,
ENSG00000100603,0.0014011501558388096,,,,,SNW1,1.0772557843654464,0.3993051797890557,0.006979396895854417,,,,,,,,,,,,
ENSG00000105204,0.0013225178054643932,,,,,DYRK1B,1.104173645616542,0.4052980398446157,0.0064428222574659,,,,,,,,,,,,
ENSG00000174007,0.001318092445848228,,,,,CEP19,0.6854667408144741,0.2404589036308663,0.004362850108586505,,,,,,,,,,,,
ENSG00000062716,0.0012933310433519128,,,,,VMP1,-1.3833845554238284,0.4462412468961847,0.0019346692978443425,,,,,,,,,,,,
ENSG00000156052,0.0012933310433519128,,,,,GNAQ,-1.1581904142173247,0.3530577010534006,0.0010363926206561974,,,,,,,,,,,,
ENSG00000130766,0.0012431256423836128,,,,,SESN2,1.1165026013573258,0.3618868381293606,0.0020339768841079547,,,,,,,,,,,,
ENSG00000121766,0.0012416720926763905,,,,,ZCCHC17,1.5934691573407125,0.4675171987992058,0.0006535346484789307,,,,,,,,,,,,
ENSG00000052841,0.001234009340083785,,,,,TTC17,-3.827789719748657,0.7743782720599565,7.691015524575498e-07,,,,,,,,,,,,
ENSG00000144445,0.001184354736609371,,,,,KANSL1L,-1.6071118249116938,0.4293762794928371,0.0001819097345118644,,,,,,,,,,,,
ENSG00000158987,0.0011839033581831715,,,,,RAPGEF6,-1.2042895805277931,0.4376466544078341,0.005927965755501607,,,,,,,,,,,,
ENSG00000061936,0.001174412281876642,,,,,SFSWAP,-2.012672295390458,0.668495163826186,0.002606027021891435,,,,,,,,,,,,
ENSG00000129636,0.00116870608284106,,,,,ITFG1,-1.4875051200006617,0.5108720220774641,0.00359469830518346,,,,,,,,,,,,
ENSG00000010327,0.0011411849071618894,,,,,STAB1,-0.9255120556212212,0.1570330223244535,3.775474243553943e-09,,,,,,,,,,,,
ENSG00000146192,0.0011411849071618894,,,,,FGD2,-0.7979899396430514,0.22047839540330705,0.0002953363976136875,,,,,,,,,,,,
ENSG00000105974,0.0011348149914341312,,,,,CAV1,1.0225469348909102,0.3763715533754051,0.006590547507315935,,,,,,,,,,,,
ENSG00000102317,0.0011341535205670814,,,,,RBM3,-1.5669497978201987,0.3286529290669062,1.8625314083607841e-06,,,,,,,,,,,,
ENSG00000159164,0.0010995177707383954,,,,,SV2A,-1.40921862110695,0.39918074995571096,0.00041512479621932377,,,,,,,,,,,,
ENSG00000176715,0.0010971876407128225,,,,,ACSF3,-1.510359699153035,0.3760918187103448,5.921097457083436e-05,,,,,,,,,,,,
ENSG00000012174,0.0010914202067423928,,,,,MBTPS2,-1.247815337473553,0.4772134155487219,0.008928097756419909,,,,,,,,,,,,
ENSG00000122484,0.0010388313468155466,,,,,RPAP2,1.2886633299195571,0.4854972086725306,0.007946921141389696,,,,,,,,,,,,
ENSG00000095002,0.0010371688737767619,,,,,MSH2,1.1259069032205924,0.38533575024683575,0.003479195291171288,,,,,,,,,,,,
ENSG00000183011,0.0010067683887281997,,,,,NAA38,-1.17362877751148,0.3270375714602369,0.0003323736925308301,,,,,,,,,,,,
ENSG00000198561,0.0009742593767519511,,,,,CTNND1,-0.8971302565702203,0.2782118847816546,0.0012613578492486253,,,,,,,,,,,,
ENSG00000114796,0.0009587672437906912,,,,,KLHL24,1.3957591018261029,0.4820886565038287,0.003788769046933314,,,,,,,,,,,,
ENSG00000164754,0.0009587672437906912,,,,,RAD21,1.0675743331864134,0.34612555542553064,0.0020399353461762557,,,,,,,,,,,,
ENSG00000104957,0.0009465282540383664,,,,,CCDC130,-1.3730156085486531,0.4846751143158022,0.004613392433115723,,,,,,,,,,,,
ENSG00000180530,0.00093447250167865,,,,,NRIP1,-0.899486205144147,0.3084785726861345,0.003546879792440627,,,,,,,,,,,,
ENSG00000116213,0.0009053415811421287,,,,,WRAP73,-1.2449687659368884,0.4782285673954683,0.009233318435773873,,,,,,,,,,,,
ENSG00000197343,0.0009030326759378556,,,,,ZNF655,-2.351057659518881,0.7756549504082422,0.0024369581162132377,,,,,,,,,,,,
ENSG00000163138,0.0008636894872421308,,,,,PACRGL,-2.284993643334431,0.5168474761800002,9.823553946319617e-06,,,,,,,,,,,,
ENSG00000136643,0.0008088148749939388,,,,,RPS6KC1,-2.7051406211113798,0.5845176309988749,3.692352869105546e-06,,,,,,,,,,,,
ENSG00000120656,0.0008037194271798742,,,,,TAF12,1.2477484337235765,0.477037480883605,0.008906580541102972,,,,,,,,,,,,
ENSG00000182504,0.0007617544568346325,,,,,CEP97,1.0324914823065752,0.3464936158274137,0.00288409992792855,,,,,,,,,,,,
ENSG00000145416,0.00074300604519264,,,,,MARCHF1,-0.6201877033221082,0.20455475340261206,0.0024302699338107307,,,,,,,,,,,,
ENSG00000184716,0.0007402387491392407,,,,,SERINC4,1.3445475114623269,0.4311427507820224,0.001817328799856679,,,,,,,,,,,,
ENSG00000075239,0.0006825525938724633,,,,,ACAT1,0.9560355861958826,0.35326842475759623,0.00680461078252823,,,,,,,,,,,,
ENSG00000144712,0.0005444029007275221,,,,,CAND2,1.1002364934109543,0.3458811087188877,0.0014678420138706512,,,,,,,,,,,,
